type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,gyro_z_angle_deg,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:26,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:27,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:28,O%95O%9Dp%9Dp%9Dp%9D%90%950%95%20%950%9DP%9DP%95P%9Dp%9Dp%9DQ%9Dp%9Dq%9Dp%9Dp%9DP%9DP%9DP%9DP%9DP%9DP%9DP%9DP%9DP%A5P%9D%90%9D%90%9D%90%A5%90%9Dq%9Dp%9DP%9DP%9Dp%9DP%9Do%9Do%9DP%9D%2F%95%2F%95P%9D0%9D%2F%95%2F%9D0%9D0%95P%95P%9DP%9DP%95%2F%95%2F%950%95%20%9DO%95P%9DP%9DO%A5p%9DP%9DP%950%9Do%9Dp%9Dq%9Dq%9D%91%9D%B1%9D%90%9D%90%9D%90%9D%91%9Dp%9D%90%9D%91%95Q%95p%A5%B1%9Dq%9D%90%9Dp%8DP%95n%9Do%9D%B0%95p%9Dp%95p%9D%90%9D%90%9Dp%9Dp%9Dp%95O%9Dp%9Dp%9DP%9DO%9Dp%95O%95%2F%95%2F%95%20%8D%20%95O%95O%9Dp%9DP%95%2F%95o%95o%9Do%95p%95O%8DO%95O%95O%8D%2F%8D%2F%8DO%8D.%7C%CD%7C%CD%84%AD,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:28,%DF%FD%D7%DC%C7%7B%BE%D8%B6w%AE6%A5%B4%A64%A63%AE%D5%BF5%DF%D9%EF%FA%EF%FC%EF%FC%EF%FC%E7%FC%E7%FB%E7%FB%E7%FB%E7%FB%F7%FB%EF%FC%EF%F9%FF%BA%94u%29G%29%C4%29%A2%29%A5%29d1D%21bB%20Z%E8%5B%A8%A6%20%C73%E7%98%E7%FB%EF%FB%DF%FA%DF%F8%D7%FA%DF%F9%DF%FA%D7%FA%D7%FA%DF%FA%DF%FA%DF%FA%DF%FA%DF%FA%DF%FB%D7%FA%D7%FA%DF%FA%DF%FA%DF%FA%D7%FA%D7%FA%D7%FA%D7%F9%D7%F9%D7%FA%D7%F9%D7%F9%D7%F9%D7%F9%D7%F9%CF%F9%D7%FA%CF%B9%CF%BA%C7%9A%C7x%CF%B9%D7%B8%CF%B8%CF%B8%CF%B8%CF%B8%CF%B9%CF%99%C7%B8%CF%D9%D7%B8%CF%B9%CF%B8%CF%B8%CF%98%CF%98%CF%98%C7%97%E7%20%BD%BCZ%B29%A8%28%A61%CB,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:28,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:29,%91%A5p%9Dp%A5p%A5p%A5q%9Dp%9Dp%9Dp%9Dp%9Dp%9DP%9DP%9DP%9DP%9DP%9DP%95O%95P%9D0%95P%9D0%9DP%95%2F%95%2F%95%2F%95%2F%95%20%94%EE%94%EE%94%EF%8D%20%84%EE%8D%20%8C%EE%8C%CE%94%EE%8C%EF%84%EE%95O%9DP%9D%2F%9D%2F%9D0%9DP%95%91%9Dp%A5%B1%A5%B1%9D%B1%9D%B1%9D%B1%9D%B1%9D%91%9Dq%95p%95p%9DQ%9DQ%9Dq%9D%91%9D%B1%95%90%95p%950%84%CF%8C%EE%8C%EE%85%20%84%EF%85%20%85%2F%85%20%8D%2F%7C%8El-l%20l%2Bl,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:29,l,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:29,%9D%20%95%20%95%2F%95%20%95%20%95O%9Dp%9DP%9Dq%9DP%9DP%9Dp%9DP%9DP%9D%2F%9D%2F%9D%2F%9DP%9DO%95o%9D0%9D0%9DP%9DP%9DP%9D0%9DP%9D%2F%9DO%9DO%9D0%9D%2F%9DO%9DP%9DP%9DP%9Dp%9DO%9DO%9DQ%95q%A5%91%A5q%9DP%9DP%9D%20%9D0%9DO%9D%2F%9D%2F%9DP%9Dp%9Dp%9DP%9Dp%9Dp%A5P%A5P%9DP%9DP%9DO%9Do%9DP%9DP%9DP%9DP%9DP%9DP%95p%9DP%9Dp%9Do%9DP%9DP%95%2F%95%20%9DP%95%20%8D%20%8D%20%8C%EE%8C%CE%8C%EE%8C%EE%8C%EE%8C%EE%8C%EE%84%CE%95%20%95%20%95%20%8D%2F%95.%9DO%9DO%95%2F%9DP%9DP%95P%950%95p%9D%B1%9D%91%95p%95p%95p%9Dq%95q%95P%8D%20%8D.%8D%2F%850%8D.%8D%2F%84%CE%85%20%84%EE%7C%ADt%AD%7C%AD%84%CD%7C%8Dl-d%2Cd%20d,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:29,%95%2F%95%2F%95%20%95%20%9D%20%95%20%95%20%95O%9Dp%9DQ%95P%9D0%9DP%9DO%9DP%9D0%95O%9DO%9D0%9DO%95O%95P%9DP%9DP%9DP%9DP%9D0%9D0%9DP%9D0%9DO%9D0%9D0%9D0%9DP%9DP%9DP%9DP%9DP%9DP%9DQ%9DQ%A5P%9D0%9DP%9DP%9D0%9D0%9DO%9D%2F%9DO%9DP%9DP%9Dp%9DP%9Dp%9Dp%9DP%9DP%9D0%9DP%9DO%9DO%9DP%9DP%9DP%9DP%9DP%9DP%9DP%9DP%95p%95o%95p%9Dp%9DP%9D0%9D%2F%9D%20%95%20%95.%95%20%94%EE%8C%EE%8C%EE%8C%EE%8C%EE%8C%EE%8C%CE%8C%AF%8C%AD%84%ED%8C%EE%8C%EE%8C%EE%8D%20%9DP%95P%95Q%95P%95P%95P%95P%95%90%95%91%95q%95p%95p%95Q%8D0%8D%20%85%20%85%20%84%EE%7C%AD%7C%CD%7D%85%20%85%20%7C%AD%7C%8DlKt%8ClmlMd%2BK%AAK%89,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:29,%95%2F%9D%20%950%95%20%950%950%95%2F%9DP%9D0%9D0%95P%9DP%9D0%95P%9DO%9D0%950%95O%95P%95P%9DP%9DO%9DP%9D0%9D0%95O%9DO%9DO%9DP%9DP%9D0%9Do%9DP%9DP%9DP%9DP%9DP%9Dp%9DP%A5P%9DP%9D0%9DP%9Dp%9DQ%9DP%9DO%9D%2F%9DO%9DP%9DP%9DP%9Dp%9Dp%9Dp%9DP%9DP%9DP%9DP%9DO%9DP%9DP%9DP%9D0%950%9D%2F%95%2F%9D0%95p%9D%90%9D%90%9DP%9Dp%9DP%9DP%9D%2F%95%2F%95O%9D%2F%95%20%8C%EE%94%EF%8C%EE%8C%CE%8C%EE%8C%EE%94%CE%8C%AE%84%CD%8C%CD%84%8E%84%AD%84%CE%95%2F%9Do%9Dq%95p%95o%95P%950%95P%95o%95o%950%8D%20%85%20%8D.%8D%20%8D%20%84%EE%7C%CD%84%EE%7C%EE%7C%ED%7C%CD%85%20%84%CD%7Cml%20c%EBd,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:29,%EF%FC%F7%FC%EF%FC%EF%FC%EF%FD%EF%FD%EF%FC%EF%FC%EF%FC%F7%FC%F7%FC%EF%FC%EF%FC%EF%FC%E7%FC%E7%FC%E7%FC%EF%FC%E7%FC%E7%FC%F7%FD%DF%FD%EF_%E7%FD%95%BF%E7%F8%2F%5D%E7%F5k%FA%D7%8E%FF%3D%B6_%20%89%8D,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
camera,12:50:29,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
pico_reply,12:50:30,%84%CD%8C%EF%8C%CE%7Cl%84L%84Lt%2Cl%2Bl%20c%CCl%2Bl%20c%EBd%20d,0,0.00,NA,NA,0,0,0,0,0,0,NA,95
